# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416250773;3470168;261054256;98.69;456876;57470360;207643264;76.08
axle;60;1416250833;3037532;261486892;98.85;456932;57493820;208077184;76.24
axle;60;1416250893;872268;263652156;99.67;455876;58784448;208923460;76.55
axle;60;1416250953;2218808;262305616;99.16;455444;58881284;207473088;76.02
axle;60;1416251013;2073880;262450544;99.22;455504;58882908;207622448;76.08
axle;60;1416251073;1016096;263508328;99.62;454028;60097276;207471324;76.02
axle;60;1416251133;1005512;263518912;99.62;454056;60097808;207471324;76.02
axle;60;1416251193;937904;263586520;99.65;453164;60108780;207533508;76.04
axle;60;1416251253;1946712;262577712;99.26;452404;59162172;207470084;76.02
