Linux 3.0.101-0.15-default (axle) 	11/17/2014 	_x86_64_

07:58:33 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:59:33 PM     all      6.29      0.00      7.09      0.04      0.00     86.58
08:00:33 PM     all      7.38      0.00      6.08      0.00      0.00     86.54
08:01:33 PM     all      4.81      0.00      2.03      0.00      0.00     93.15
08:02:33 PM     all      4.85      0.00      1.49      0.00      0.00     93.66
08:03:33 PM     all      5.34      0.00      0.99      0.00      0.00     93.67
08:04:33 PM     all      4.21      0.00      2.22      0.00      0.00     93.57
08:05:33 PM     all      5.94      0.00      0.33      0.00      0.00     93.73
08:06:33 PM     all      4.44      0.00      1.95      0.00      0.00     93.61
08:07:33 PM     all      4.65      0.00      1.75      0.00      0.00     93.60
