# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416251480;sda;13.19;0.27;855.85;64.89;0.16;12.04;0.16;0.21
axle;60;1416251540;sda;6.57;0.00;816.61;124.39;0.03;5.03;0.20;0.13
axle;60;1416251600;sda;7.27;0.00;1055.19;145.12;0.05;6.53;0.20;0.15
axle;60;1416251660;sda;5.97;0.00;800.40;134.08;0.03;5.55;0.23;0.14
axle;60;1416251720;sda;6.72;0.00;843.86;125.59;0.03;4.39;0.20;0.13
axle;60;1416251780;sda;6.48;0.00;865.34;133.60;0.03;4.78;0.20;0.13
axle;60;1416251840;sda;7.20;0.00;1018.34;141.46;0.05;6.71;0.27;0.19
axle;60;1416251900;sda;6.43;0.00;687.85;106.93;0.03;4.45;0.19;0.12
axle;60;1416251960;sda;5.64;0.00;810.14;143.72;0.02;3.85;0.21;0.12
axle;60;1416252020;sda;6.97;0.00;973.48;139.62;0.03;4.88;0.20;0.14
axle;60;1416252080;sda;6.27;0.00;683.34;108.97;0.03;4.62;0.20;0.13
axle;60;1416252140;sda;1.72;0.00;190.74;110.83;0.00;0.82;0.08;0.01
axle;60;1416252200;sda;0.85;0.00;50.98;59.92;0.00;0.00;0.00;0.00
axle;60;1416252260;sda;1.21;0.00;63.26;52.44;0.00;0.11;0.11;0.01
axle;60;1416252320;sda;1.09;0.00;82.75;76.18;0.00;0.18;0.06;0.01
