Linux 3.0.101-0.15-default (axle) 	11/17/2014 	_x86_64_

08:10:20 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:11:20 PM     all     73.83      0.00     18.04      0.02      0.00      8.11
08:12:20 PM     all     75.20      0.00     19.83      0.00      0.00      4.97
08:13:20 PM     all     72.44      0.00     22.85      0.00      0.00      4.72
08:14:20 PM     all     77.01      0.00     20.26      0.00      0.00      2.73
08:15:20 PM     all     74.16      0.00     21.47      0.00      0.00      4.37
08:16:20 PM     all     70.45      0.00     24.01      0.00      0.00      5.55
08:17:20 PM     all     73.76      0.00     22.10      0.00      0.00      4.14
08:18:20 PM     all     75.55      0.00     21.12      0.00      0.00      3.33
08:19:20 PM     all     79.28      0.00     19.33      0.00      0.00      1.39
08:20:20 PM     all     75.54      0.00     21.87      0.00      0.00      2.59
08:21:20 PM     all     35.87      0.00     11.90      0.01      0.00     52.23
08:22:20 PM     all      6.56      0.00      1.81      0.00      0.00     91.63
08:23:20 PM     all      5.17      0.00      1.22      0.00      0.00     93.61
08:24:20 PM     all      4.68      0.00      1.58      0.00      0.00     93.73
08:25:20 PM     all      5.54      0.00      1.55      0.00      0.00     92.91
